transaction_id,timestamp,source_account,destination_account,amount,currency,amount_received,currency_received,payment_type
TX0004311148,2022-09-09T03:29:00Z,4242:8027124F0,3144:8034C9F10,2366.09,US Dollar,2366.09,US Dollar,Cheque
TX0004311160,2022-09-09T03:29:00Z,12:8001F60D0,28827:80351C9D0,2552.76,US Dollar,2552.76,US Dollar,Cash
TX0004311190,2022-09-09T03:29:00Z,25075:801F1A650,1588:80359CA10,889.41,US Dollar,889.41,US Dollar,Credit Card
TX0004311202,2022-09-09T03:29:00Z,70:100428660,23537:8036A0720,7393.08,US Dollar,7393.08,US Dollar,Cash
TX0004311215,2022-09-09T03:29:00Z,22736:80378F310,1457:80378F270,2242.21,US Dollar,2242.21,US Dollar,ACH
TX0004311287,2022-09-09T03:29:00Z,11405:800F75D50,28771:803CE3D70,61.59,US Dollar,61.59,US Dollar,Wire
TX0004311291,2022-09-09T03:29:00Z,31931:803D11C90,23833:803D0D7D0,124.99,US Dollar,124.99,US Dollar,Cheque
TX0004311296,2022-09-09T03:29:00Z,22828:802CC1490,7478:803D54A00,22948.92,US Dollar,22948.92,US Dollar,Credit Card
TX0004311304,2022-09-09T03:29:00Z,1467:8005BB790,17729:803EBA210,2819.56,US Dollar,2819.56,US Dollar,Cheque
TX0004311317,2022-09-09T03:29:00Z,22164:800DD2C30,18511:803F3A250,23102.04,US Dollar,23102.04,US Dollar,Wire
TX0004311319,2022-09-09T03:29:00Z,3144:80293EAD0,11318:804007F00,136.23,US Dollar,136.23,US Dollar,ACH
TX0004311329,2022-09-09T03:29:00Z,32095:804092680,15916:804091D10,200.89,US Dollar,200.89,US Dollar,Credit Card
TX0004311358,2022-09-09T03:29:00Z,21550:801E19230,3698:80420FC00,6822.33,US Dollar,6822.33,US Dollar,Cheque
TX0004311416,2022-09-09T03:29:00Z,70:100428660,1674:80485C300,354.5,US Dollar,354.5,US Dollar,Cheque
TX0004311419,2022-09-09T03:29:00Z,1853:80388DD50,21575:804838D80,296.01,US Dollar,296.01,US Dollar,Credit Card
TX0004311433,2022-09-09T03:29:00Z,32095:8048FB810,15916:8048F9CB0,88.06,US Dollar,88.06,US Dollar,Cheque
TX0004311434,2022-09-09T03:29:00Z,70:100428660,795:80494A740,14204.61,US Dollar,14204.61,US Dollar,Cheque
TX0004311441,2022-09-09T03:29:00Z,17327:8039BADA0,11157:804A4E3D0,184.91,US Dollar,184.91,US Dollar,Cheque
TX0004311497,2022-09-09T03:29:00Z,2824:803908B40,8595:804EC8E00,300.14,US Dollar,300.14,US Dollar,Credit Card
TX0004311502,2022-09-09T03:29:00Z,27637:80357AD60,28255:804F56C00,314.06,US Dollar,314.06,US Dollar,Cheque
TX0004311508,2022-09-09T03:29:00Z,313455:804F823B0,1588:804F822C0,626.74,US Dollar,626.74,US Dollar,ACH
TX0004311567,2022-09-09T03:29:00Z,11904:802C7EF90,8354:8055759F0,15672.01,US Dollar,15672.01,US Dollar,Credit Card
TX0004311574,2022-09-09T03:29:00Z,2053:80518F110,21575:8055C0F00,4038.19,US Dollar,4038.19,US Dollar,Cheque
TX0004311705,2022-09-09T03:29:00Z,16224:8052D0490,11471:805F94670,22726.66,US Dollar,22726.66,US Dollar,Cheque
TX0004311748,2022-09-09T03:29:00Z,211212:80605D620,8798:806318000,53.66,US Dollar,53.66,US Dollar,ACH
TX0004311762,2022-09-09T03:29:00Z,1588:802AACAF0,14387:806446B50,1911.63,US Dollar,1911.63,US Dollar,Cheque
TX0004311767,2022-09-09T03:29:00Z,211212:8044CA930,111443:806460440,1512.69,US Dollar,1512.69,US Dollar,Cheque
TX0004311797,2022-09-09T03:29:00Z,21940:803039180,4726:8066A4BE0,163.27,US Dollar,163.27,US Dollar,Wire
TX0004311833,2022-09-09T03:29:00Z,1665:800B17420,23885:806736600,5.65,US Dollar,5.65,US Dollar,Wire
TX0004311840,2022-09-09T03:29:00Z,313415:80676C820,14549:80676C730,212.47,US Dollar,212.47,US Dollar,Cheque
TX0004311871,2022-09-09T03:29:00Z,1457:80152F0F0,1457:806A1F210,7323.11,US Dollar,7323.11,US Dollar,ACH
TX0004311873,2022-09-09T03:29:00Z,14099:8024CCC50,12803:806A3F780,9685.11,US Dollar,9685.11,US Dollar,Credit Card
TX0004311955,2022-09-09T03:29:00Z,11974:801536950,11899:8070F6CC0,285.34,US Dollar,285.34,US Dollar,Wire
TX0004311973,2022-09-09T03:29:00Z,25637:8034BE700,213580:805F343A0,373.16,US Dollar,373.16,US Dollar,Credit Card
TX0004312007,2022-09-09T03:29:00Z,220:800CC1E60,4523:807571480,131503.98,US Dollar,131503.98,US Dollar,Cash
TX0004312008,2022-09-09T03:29:00Z,36178:807587540,16586:807585CB0,39.29,US Dollar,39.29,US Dollar,Cash
TX0004312045,2022-09-09T03:29:00Z,70:100428660,17753:807A0A650,13963.51,US Dollar,13963.51,US Dollar,Cheque
TX0004312075,2022-09-09T03:29:00Z,10:803411550,11642:807CC4320,25089.21,US Dollar,25089.21,US Dollar,Credit Card
TX0004312200,2022-09-09T03:29:00Z,1686:803D53C70,19601:808525DA0,214715.73,US Dollar,214715.73,US Dollar,Cheque
TX0004312212,2022-09-09T03:29:00Z,11296:808519C30,22205:8085178A0,560.2,US Dollar,560.2,US Dollar,ACH
TX0004312226,2022-09-09T03:29:00Z,21174:808528170,22205:8085178A0,3476.43,US Dollar,3476.43,US Dollar,ACH
TX0004312279,2022-09-09T03:29:00Z,1292:80076BE80,2947:8086E4CE0,11523343.08,US Dollar,11523343.08,US Dollar,Cash
TX0004312280,2022-09-09T03:29:00Z,2385:8015BDD30,3051:8086F0EE0,495.63,US Dollar,495.63,US Dollar,Cheque
TX0004312298,2022-09-09T03:29:00Z,1244:8057E9200,21940:808978A40,130.14,US Dollar,130.14,US Dollar,Credit Card
TX0004312300,2022-09-09T03:29:00Z,7042:804EE56B0,13145:80898B6F0,24.12,US Dollar,24.12,US Dollar,Cheque
TX0004312350,2022-09-09T03:29:00Z,28827:8085981A0,113744:808EB71B0,1204.58,US Dollar,1204.58,US Dollar,Cheque
TX0004312354,2022-09-09T03:29:00Z,310543:808EC1300,24424:808EC3350,1832.09,US Dollar,1832.09,US Dollar,ACH
TX0004312361,2022-09-09T03:29:00Z,70:100428660,28827:808F052A0,8386.67,US Dollar,8386.67,US Dollar,Cheque
TX0004312364,2022-09-09T03:29:00Z,8595:8056FB520,15980:808F06570,2082.21,US Dollar,2082.21,US Dollar,Cheque
TX0004312390,2022-09-09T03:29:00Z,1:80076E9A0,24550:808FEFD20,11364.82,US Dollar,11364.82,US Dollar,Cheque
TX0004312554,2022-09-09T03:29:00Z,8798:803E345A0,21940:809FC7600,1089.2,US Dollar,1089.2,US Dollar,Credit Card
TX0004312607,2022-09-09T03:29:00Z,16733:80845CBE0,215266:80A392680,1.33,US Dollar,1.33,US Dollar,Credit Card
TX0004312654,2022-09-09T03:29:00Z,25075:802C603F0,10642:80A7345B0,94.43,US Dollar,94.43,US Dollar,Credit Card
TX0004312698,2022-09-09T03:29:00Z,22828:802E27BB0,11318:80AB19C10,78.26,US Dollar,78.26,US Dollar,Wire
TX0004312726,2022-09-09T03:29:00Z,7042:809FAAAD0,9129:80ACA0C40,6591.39,US Dollar,6591.39,US Dollar,Cash
TX0004312735,2022-09-09T03:29:00Z,14077:803791080,115700:80ACD9A70,172.98,US Dollar,172.98,US Dollar,ACH
TX0004312780,2022-09-09T03:29:00Z,9417:803975A00,9417:803975A00,692.25,Yuan,103.36,US Dollar,ACH
TX0004312781,2022-09-09T03:29:00Z,9417:803975A00,16733:80AF5B490,103.36,US Dollar,103.36,US Dollar,Cheque
TX0004312790,2022-09-09T03:29:00Z,21550:804E22D60,117299:80AFBF740,73669.6,US Dollar,73669.6,US Dollar,ACH
TX0004312814,2022-09-09T03:29:00Z,2454:80118C220,229089:80B3E0E30,52904.04,US Dollar,52904.04,US Dollar,Cheque
TX0004312855,2022-09-09T03:29:00Z,210292:803E071D0,210292:803E071D0,157.52,Yen,1.49,US Dollar,ACH
TX0004312856,2022-09-09T03:29:00Z,210292:803E071D0,221868:80B4A1AF0,1.49,US Dollar,1.49,US Dollar,Cash
TX0004312890,2022-09-09T03:29:00Z,16163:80686D720,115915:80B7F4620,6585.2,US Dollar,6585.2,US Dollar,Cheque
TX0004312939,2022-09-09T03:29:00Z,1292:800260000,11474:80B9676E0,5837.64,US Dollar,5837.64,US Dollar,ACH
TX0004312960,2022-09-09T03:29:00Z,220083:80907DFD0,1362:80BB3DC50,140.68,US Dollar,140.68,US Dollar,Credit Card
TX0004313011,2022-09-09T03:29:00Z,115700:8084645B0,12979:80BDD2D40,13.58,US Dollar,13.58,US Dollar,Cash
TX0004313019,2022-09-09T03:29:00Z,222697:808684110,222697:808684110,402.33,UK Pound,519.68,US Dollar,ACH
TX0004313020,2022-09-09T03:29:00Z,222697:808684110,227143:80BE1A810,519.68,US Dollar,519.68,US Dollar,Wire
TX0004313101,2022-09-09T03:29:00Z,70:100428660,29089:80C2ABD00,92963.67,US Dollar,92963.67,US Dollar,Cash
TX0004313102,2022-09-09T03:29:00Z,37265:80C2AC8C0,28800:80C2AE1F0,401.59,US Dollar,401.59,US Dollar,Cheque
TX0004313130,2022-09-09T03:29:00Z,2845:801366400,130864:80C3573B0,494.82,US Dollar,494.82,US Dollar,Cash
TX0004313137,2022-09-09T03:29:00Z,327533:80C366680,111433:80C364560,357.45,US Dollar,357.45,US Dollar,Credit Card
TX0004313166,2022-09-09T03:29:00Z,795:8007870C0,2952:80C6E3580,3489.82,US Dollar,3489.82,US Dollar,Cheque
TX0004313196,2022-09-09T03:29:00Z,334387:80C835F10,111764:80C7F4E50,130.32,US Dollar,130.32,US Dollar,Cheque
TX0004313228,2022-09-09T03:29:00Z,31380:80CAC95E0,17222:80CAC9DE0,71.97,US Dollar,71.97,US Dollar,Credit Card
TX0004313246,2022-09-09T03:29:00Z,70:100428660,123773:80CCE7F30,220.59,US Dollar,220.59,US Dollar,Cheque
TX0004313276,2022-09-09T03:29:00Z,1068:804D0B9F0,16606:80D02E670,1735.94,US Dollar,1735.94,US Dollar,Cheque
TX0004313321,2022-09-09T03:29:00Z,16163:8043B34B0,9482:80D178C40,2055.65,US Dollar,2055.65,US Dollar,Credit Card
TX0004313353,2022-09-09T03:29:00Z,19318:8039548B0,19318:8039548B0,190.49,Yuan,28.44,US Dollar,ACH
TX0004313354,2022-09-09T03:29:00Z,19318:8039548B0,16109:80D377220,28.44,US Dollar,28.44,US Dollar,Cheque
TX0004313369,2022-09-09T03:29:00Z,70:100428660,135290:80D456820,269.55,US Dollar,269.55,US Dollar,Cheque
TX0004313373,2022-09-09T03:29:00Z,70:100428660,28255:80D460310,97.61,US Dollar,97.61,US Dollar,Cheque
TX0004313404,2022-09-09T03:29:00Z,10:8032992A0,21174:80D659830,10430.17,US Dollar,10430.17,US Dollar,Cheque
TX0004313436,2022-09-09T03:29:00Z,1420:80024CDE0,4242:80DA27D60,3697.89,US Dollar,3697.89,US Dollar,Credit Card
TX0004313440,2022-09-09T03:29:00Z,4403:804986D90,219969:80DAA9D70,13423.49,US Dollar,13423.49,US Dollar,Cheque
TX0004313475,2022-09-09T03:29:00Z,16224:80DC65880,130449:80DC64C90,44335.93,US Dollar,44335.93,US Dollar,ACH
TX0004313515,2022-09-09T03:29:00Z,7478:8080625F0,35925:80DB9C4C0,433904.55,US Dollar,433904.55,US Dollar,Cheque
TX0004313549,2022-09-09T03:29:00Z,8805:80A4CF620,226925:80DFB7AE0,55.9,US Dollar,55.9,US Dollar,Credit Card
TX0004313557,2022-09-09T03:29:00Z,33389:80D397120,701:80E0192E0,1986465.14,US Dollar,1986465.14,US Dollar,Cash
TX0004313568,2022-09-09T03:29:00Z,330036:80E038E60,231004:80E065C70,247.49,US Dollar,247.49,US Dollar,Cash
TX0004313576,2022-09-09T03:29:00Z,2454:803D6C800,10:80E0CC900,187.77,US Dollar,187.77,US Dollar,Cheque
TX0004313578,2022-09-09T03:29:00Z,12:8000F55D0,29089:80E0D9A30,726.77,US Dollar,726.77,US Dollar,Cheque
TX0004313595,2022-09-09T03:29:00Z,34446:80E156D20,16224:80E156D70,653.09,US Dollar,653.09,US Dollar,Cheque
TX0004313690,2022-09-09T03:29:00Z,1601:80E6F4B40,1068:80E6F2900,2029.47,US Dollar,2029.47,US Dollar,ACH
TX0004313712,2022-09-09T03:29:00Z,221332:80E6F2C20,1068:80E6F2900,2529.87,US Dollar,2529.87,US Dollar,ACH
TX0004313746,2022-09-09T03:29:00Z,21258:800A66AF0,218885:80A020910,220.15,US Dollar,220.15,US Dollar,Cheque
TX0004313757,2022-09-09T03:29:00Z,22736:807D35E70,135981:80ED25880,9980.38,US Dollar,9980.38,US Dollar,Credit Card
TX0004313761,2022-09-09T03:29:00Z,132445:80DEFC5F0,24515:80ED4FF70,1858.09,US Dollar,1858.09,US Dollar,Credit Card
TX0004313881,2022-09-09T03:29:00Z,317971:80FDA3580,1292:80FDA1BF0,162.66,US Dollar,162.66,US Dollar,Credit Card
TX0004313921,2022-09-09T03:29:00Z,1362:80E9713A0,223635:810184400,1688.95,US Dollar,1688.95,US Dollar,ACH
TX0004313927,2022-09-09T03:29:00Z,70:100428660,238397:81026AF60,1805.19,US Dollar,1805.19,US Dollar,Cheque
TX0004313930,2022-09-09T03:29:00Z,344132:8102AC970,42373:8102ADB00,588.15,US Dollar,588.15,US Dollar,Cheque
TX0004313953,2022-09-09T03:29:00Z,4523:80200DC80,236685:8104069F0,341.98,US Dollar,341.98,US Dollar,Credit Card
TX0004313974,2022-09-09T03:29:00Z,329395:810406BF0,137002:810417600,271.88,US Dollar,271.88,US Dollar,Cash
TX0004313983,2022-09-09T03:29:00Z,21611:8021DA0C0,137972:810580EB0,20.96,US Dollar,20.96,US Dollar,Cash
TX0004313989,2022-09-09T03:29:00Z,111491:80E066530,232555:8105B5F10,701.84,US Dollar,701.84,US Dollar,Credit Card
TX0004314022,2022-09-09T03:29:00Z,10642:803FF3B40,111631:8107E0280,2371.18,US Dollar,2371.18,US Dollar,Cheque
TX0004314053,2022-09-09T03:29:00Z,11474:803D55ED0,130435:810B168A0,3021.13,US Dollar,3021.13,US Dollar,Cash
TX0004314056,2022-09-09T03:29:00Z,111764:8085C6550,3242:810B4E960,15754.71,US Dollar,15754.71,US Dollar,Cheque
TX0004314093,2022-09-09T03:29:00Z,120438:808565810,20226:810DF6D10,424262.56,US Dollar,424262.56,US Dollar,Wire
TX0004314118,2022-09-09T03:29:00Z,14325:8066AED80,110836:810EFEA60,677.51,US Dollar,677.51,US Dollar,Cheque
TX0004314133,2022-09-09T03:29:00Z,29089:80757DF50,122086:81114B240,107050.83,US Dollar,107050.83,US Dollar,Cheque
TX0004314172,2022-09-09T03:29:00Z,16788:809C4B7C0,146330:811447570,12458.5,US Dollar,12458.5,US Dollar,Credit Card
TX0004314257,2022-09-09T03:29:00Z,128121:80B20E3B0,18902:811B6C150,7819.81,US Dollar,7819.81,US Dollar,ACH
TX0004314278,2022-09-09T03:29:00Z,2439:808FEE1E0,18679:811D28650,1443.77,US Dollar,1443.77,US Dollar,Cheque
TX0004314393,2022-09-09T03:29:00Z,113744:8126225B0,243805:812605C00,23284.86,US Dollar,23284.86,US Dollar,ACH
TX0004314413,2022-09-09T03:29:00Z,211050:8040A5E00,221282:80D26B930,25.36,US Dollar,25.36,US Dollar,Wire
TX0004314504,2022-09-09T03:29:00Z,218438:80EC55690,42373:812C80120,1746.7,US Dollar,1746.7,US Dollar,Cheque
TX0004314519,2022-09-09T03:29:00Z,113798:80893F000,114674:812D3ABE0,175.21,US Dollar,175.21,US Dollar,Cheque
TX0004314541,2022-09-09T03:29:00Z,1:8007308F0,137002:812EEFFE0,3979.41,US Dollar,3979.41,US Dollar,Credit Card
TX0004314583,2022-09-09T03:29:00Z,18324:80F50ECC0,221374:8130D3E90,11457.44,US Dollar,11457.44,US Dollar,Cheque
TX0004314592,2022-09-09T03:29:00Z,132523:811AC9160,138103:8131AD540,22.98,US Dollar,22.98,US Dollar,Cash
TX0004314594,2022-09-09T03:29:00Z,132523:811AC9160,138103:8131AD540,15.31,US Dollar,15.31,US Dollar,Wire
TX0004314606,2022-09-09T03:29:00Z,113798:8131A4DA0,4523:81318E730,2576.16,US Dollar,2576.16,US Dollar,ACH
TX0004314611,2022-09-09T03:29:00Z,220:8131B5C50,4523:81318E730,1429.35,US Dollar,1429.35,US Dollar,ACH
TX0004314639,2022-09-09T03:29:00Z,338855:81328C840,241742:81328C750,456.68,US Dollar,456.68,US Dollar,Cheque
TX0004314664,2022-09-09T03:29:00Z,1674:8071F90C0,221332:8133391D0,3015.75,US Dollar,3015.75,US Dollar,ACH
TX0004314667,2022-09-09T03:29:00Z,21258:800726B00,6156:813358070,1212.48,US Dollar,1212.48,US Dollar,Cheque
TX0004314706,2022-09-09T03:29:00Z,11318:800825E00,236684:8134FE350,6883.0,US Dollar,6883.0,US Dollar,Cheque
TX0004314771,2022-09-09T03:29:00Z,1047:806CD76D0,215687:8138338C0,98.15,US Dollar,98.15,US Dollar,Cheque
TX0004314780,2022-09-09T03:29:00Z,7478:802D52DA0,31208:8138C9AF0,13.17,US Dollar,13.17,US Dollar,Wire
TX0004314800,2022-09-09T03:29:00Z,311496:8139A3360,23842:8139A8C00,90.34,US Dollar,90.34,US Dollar,Cash
TX0004314819,2022-09-09T03:29:00Z,340685:813A16660,7042:813A16B40,234.5,US Dollar,234.5,US Dollar,Credit Card
TX0004314828,2022-09-09T03:29:00Z,24032:80C259580,145386:813A398C0,120765.64,US Dollar,120765.64,US Dollar,Cash
TX0004314904,2022-09-09T03:29:00Z,513:800597410,2627:8140C60E0,3740.95,US Dollar,3740.95,US Dollar,Cheque
TX0004314918,2022-09-09T03:29:00Z,1457:8029FAF50,248290:813370440,5241.53,US Dollar,5241.53,US Dollar,ACH
TX0004314967,2022-09-09T03:29:00Z,4403:80FB0FC30,248160:814717010,284.63,US Dollar,284.63,US Dollar,Cheque
TX0004314990,2022-09-09T03:29:00Z,21550:80E26D940,133826:81482B0A0,7851.41,US Dollar,7851.41,US Dollar,ACH
TX0004315001,2022-09-09T03:29:00Z,20:80012EBD0,11:8001426D0,7.64,Euro,7.64,Euro,ACH
TX0004315006,2022-09-09T03:29:00Z,70:1004286A8,22:80017EA20,679.6,Euro,679.6,Euro,Cheque
TX0004315024,2022-09-09T03:29:00Z,70:1004286A8,12:8001FCB30,552.48,Euro,552.48,Euro,Credit Card
TX0004315118,2022-09-09T03:29:00Z,1502:800974440,1522:800978E90,31.79,Euro,31.79,Euro,Cheque
TX0004315122,2022-09-09T03:29:00Z,3573:8009ACD00,23:8009AE240,18.74,Euro,18.74,Euro,Cheque
TX0004315166,2022-09-09T03:29:00Z,1501:800A1B610,12:800B7E1E0,13766.44,Euro,13766.44,Euro,Credit Card
TX0004315176,2022-09-09T03:29:00Z,1299:80086AE50,1669:800C71DC0,234.4,Euro,234.4,Euro,Credit Card
TX0004315186,2022-09-09T03:29:00Z,31521:800D547C0,12:800D546D0,403.19,Euro,403.19,Euro,ACH
TX0004315199,2022-09-09T03:29:00Z,20:800B5AAA0,2591:800C8D890,33.38,Euro,33.38,Euro,Cheque
TX0004315203,2022-09-09T03:29:00Z,31745:800F26890,1299:800F25DD0,45.56,Euro,45.56,Euro,ACH
TX0004315245,2022-09-09T03:29:00Z,410:800ECA860,11657:801105390,4371.76,Euro,4371.76,Euro,Credit Card
TX0004315324,2022-09-09T03:29:00Z,12:8003B2BB0,13345:8016A37F0,736.57,Euro,736.57,Euro,Credit Card
TX0004315355,2022-09-09T03:29:00Z,1299:80189DE60,1665:8019ECEE0,18902861.17,Euro,18902861.17,Euro,Cheque
TX0004315356,2022-09-09T03:29:00Z,1299:80189DE60,1665:8019ECEE0,12532.45,Euro,12532.45,Euro,Credit Card
TX0004315395,2022-09-09T03:29:00Z,31493:801C6D5F0,3655:801C6D730,261.25,Euro,261.25,Euro,Cheque
TX0004315451,2022-09-09T03:29:00Z,23:8007F73D0,15180:801F06300,70.87,Euro,70.87,Euro,ACH
TX0004315460,2022-09-09T03:29:00Z,22806:80114B920,12004:801F36DE0,33.08,Euro,33.08,Euro,Cheque
TX0004315477,2022-09-09T03:29:00Z,70:1004286A8,1665:801FF19E0,65.08,Euro,65.08,Euro,Credit Card
TX0004315489,2022-09-09T03:29:00Z,11:8001D7DB0,3335:801237990,30.39,Euro,30.39,Euro,Cash
TX0004315499,2022-09-09T03:29:00Z,70:1004286A8,1547:802132CB0,19383.46,Euro,19383.46,Euro,Cheque
TX0004315502,2022-09-09T03:29:00Z,1547:8016B3980,14663:8021755A0,389.72,Euro,389.72,Euro,Cheque
TX0004315573,2022-09-09T03:29:00Z,1522:8004183F0,6052:802529BD0,78.86,Euro,78.86,Euro,Wire
TX0004315579,2022-09-09T03:29:00Z,70:1004286A8,1655:80253C5C0,10041.88,Euro,10041.88,Euro,Cheque
TX0004315646,2022-09-09T03:29:00Z,36576:8026E04A0,23344:8026D76F0,306.69,Euro,306.69,Euro,ACH
TX0004315663,2022-09-09T03:29:00Z,3045:801FDB320,1665:8027B7E90,62.24,Euro,62.24,Euro,Credit Card
TX0004315702,2022-09-09T03:29:00Z,31453:802A6E080,11:802A6DF40,329.48,Euro,329.48,Euro,Credit Card
TX0004315744,2022-09-09T03:29:00Z,1299:8024E3470,16991:802D025B0,98.92,Euro,98.92,Euro,Cheque
TX0004315747,2022-09-09T03:29:00Z,21918:8028AFE80,5328:802D11A10,4579.21,Euro,4579.21,Euro,Credit Card
TX0004315789,2022-09-09T03:29:00Z,22:8017504D0,6030:802EC9BE0,1410268.44,Euro,1410268.44,Euro,Cheque
TX0004315831,2022-09-09T03:29:00Z,2591:80266DB40,3489:80326CDA0,521.45,Euro,521.45,Euro,Cheque
TX0004315833,2022-09-09T03:29:00Z,37897:803277F60,12797:803276EE0,202.99,Euro,202.99,Euro,Cheque
TX0004315870,2022-09-09T03:29:00Z,3045:801C1D5B0,13554:803757D30,2502.53,Euro,2502.53,Euro,ACH
TX0004315872,2022-09-09T03:29:00Z,22:800229D10,16991:80388F310,211.77,Euro,211.77,Euro,Cheque
TX0004315884,2022-09-09T03:29:00Z,36775:803BAE580,13516:803BAE670,134.24,Euro,134.24,Euro,ACH
TX0004315924,2022-09-09T03:29:00Z,16011:802CA1930,1522:8040B7840,45.83,Euro,45.83,Euro,Cash
TX0004315967,2022-09-09T03:29:00Z,410:8012FC3C0,6625:804755BA0,336.03,Euro,336.03,Euro,Credit Card
TX0004316004,2022-09-09T03:29:00Z,1916:8040ADFA0,6625:804E82360,135.84,Euro,135.84,Euro,Cash
TX0004316047,2022-09-09T03:29:00Z,410:8002D04F0,11657:805598740,1140.62,Euro,1140.62,Euro,Cheque
TX0004316159,2022-09-09T03:29:00Z,28183:803E7B900,4259:80692DF10,658.18,Euro,658.18,Euro,Cash
TX0004316162,2022-09-09T03:29:00Z,12:8000674A0,3655:806959F10,13.4,Euro,13.4,Euro,Cheque
TX0004316192,2022-09-09T03:29:00Z,16388:8029E2BB0,10404:806CA2630,9227.77,Euro,9227.77,Euro,Cheque
TX0004316218,2022-09-09T03:29:00Z,1522:800FDF480,21745:80710F8E0,122636.81,Euro,122636.81,Euro,ACH
TX0004316230,2022-09-09T03:29:00Z,1665:806886270,11657:807299160,292.69,Euro,292.69,Euro,Credit Card
TX0004316242,2022-09-09T03:29:00Z,70:1004286A8,16418:80746D760,798.18,Euro,798.18,Euro,Cash
TX0004316260,2022-09-09T03:29:00Z,70:1004286A8,4600:8077C9100,1002.63,Euro,1002.63,Euro,Cheque
TX0004316289,2022-09-09T03:29:00Z,21387:806A15900,14657:8078B38C0,1730.06,Euro,1730.06,Euro,Cheque
TX0004316326,2022-09-09T03:29:00Z,3655:802D357D0,117733:8079AE7F0,503.65,Euro,503.65,Euro,Credit Card
TX0004316334,2022-09-09T03:29:00Z,12963:8069B9D60,16418:807A5B830,75417.38,Euro,75417.38,Euro,Cheque
TX0004316370,2022-09-09T03:29:00Z,26463:806E57D80,117660:807B6ED80,49.63,Euro,49.63,Euro,Cheque
TX0004316373,2022-09-09T03:29:00Z,11056:800E3BE50,111121:807BBA1A0,2688.28,Euro,2688.28,Euro,Cash
TX0004316378,2022-09-09T03:29:00Z,11:8007F6EC0,12561:807BCD520,9.67,Euro,9.67,Euro,Cheque
TX0004316402,2022-09-09T03:29:00Z,70:1004286A8,23691:807CC9D30,4.41,Euro,4.41,Euro,Cash
TX0004316562,2022-09-09T03:29:00Z,14290:803BD6FA0,219805:8093558E0,2501.59,Euro,2501.59,Euro,Cheque
TX0004316596,2022-09-09T03:29:00Z,117733:8079AE7F0,220967:8094C8090,120.21,Euro,120.21,Euro,Wire
TX0004316611,2022-09-09T03:29:00Z,14011:806A14BC0,16643:809782210,111297.21,Euro,111297.21,Euro,Wire
TX0004316663,2022-09-09T03:29:00Z,70:1004286A8,123308:80A8DEC50,1284.54,Euro,1284.54,Euro,Cheque
TX0004316670,2022-09-09T03:29:00Z,35315:80AB2D2D0,5365:80AB2DE30,2007.2,Euro,2007.2,Euro,ACH
TX0004316710,2022-09-09T03:29:00Z,24811:806C44EF0,22758:80AE30B40,57.75,Euro,57.75,Euro,Cheque
TX0004316748,2022-09-09T03:29:00Z,15010:802A17140,14233:80B463460,14258.82,Euro,14258.82,Euro,ACH
TX0004316770,2022-09-09T03:29:00Z,1299:800915950,121415:80B56ABB0,318.59,Euro,318.59,Euro,Cheque
TX0004316800,2022-09-09T03:29:00Z,4600:8028A2FC0,221279:80B6BEA60,64324.37,Euro,64324.37,Euro,Cheque
TX0004316811,2022-09-09T03:29:00Z,2591:800FE32A0,1501:80B78E0F0,2.92,Euro,2.92,Euro,Credit Card
TX0004316828,2022-09-09T03:29:00Z,13554:80A65F140,13959:80B8DCE00,6922.74,Euro,6922.74,Euro,Credit Card
TX0004316829,2022-09-09T03:29:00Z,35664:80B913FB0,17769:80B910970,431.88,Euro,431.88,Euro,Cheque
TX0004316837,2022-09-09T03:29:00Z,15750:806E62C10,20846:80B94A520,550.97,Euro,550.97,Euro,Cheque
TX0004316840,2022-09-09T03:29:00Z,70:1004286A8,18428:80B951D30,825.52,Euro,825.52,Euro,Credit Card
TX0004316979,2022-09-09T03:29:00Z,21387:801532B90,13862:80C12F110,122.35,Euro,122.35,Euro,Cheque
TX0004317029,2022-09-09T03:29:00Z,23691:806A91600,7548:80C7BFE40,62.43,Euro,62.43,Euro,Cheque
TX0004317076,2022-09-09T03:29:00Z,13516:80BB642F0,24963:80D06B820,24917.06,Euro,24917.06,Euro,ACH
TX0004317095,2022-09-09T03:29:00Z,13145:80A332980,13145:80A332980,56.72,US Dollar,48.4,Euro,ACH
TX0004317096,2022-09-09T03:29:00Z,13145:80A332980,17854:80D299B00,48.4,Euro,48.4,Euro,Cheque
TX0004317164,2022-09-09T03:29:00Z,26624:802C77790,210829:80DE31840,21.74,Euro,21.74,Euro,Cash
TX0004317192,2022-09-09T03:29:00Z,13265:80DE46550,3335:80E0543D0,239.91,Euro,239.91,Euro,Credit Card
TX0004317251,2022-09-09T03:29:00Z,11657:800E542C0,24482:80E7B1BD0,5262.59,Euro,5262.59,Euro,Credit Card
TX0004317333,2022-09-09T03:29:00Z,410:80855D770,129076:80FC16EB0,631.54,Euro,631.54,Euro,Credit Card
TX0004317349,2022-09-09T03:29:00Z,124368:80C293670,15180:810284760,51.25,Euro,51.25,Euro,Cheque
TX0004317363,2022-09-09T03:29:00Z,344108:8103023D0,27402:8103049B0,421.92,Euro,421.92,Euro,Credit Card
TX0004317374,2022-09-09T03:29:00Z,23003:80D13C0F0,30697:810377670,91599.79,Euro,91599.79,Euro,ACH
