transaction_id,timestamp,source_account,destination_account,amount,payment_type,score,raw_score,rank,alert
TX0004312976,2022-09-09T03:19:00Z,70:100428660,215841:80BBD0660,2466.34,Credit Card,0.009264620952308178,0.5100940465927124,2116,True
TX0004319271,2022-09-09T03:18:00Z,114185:805C66990,215186:805C66B20,22116.5,ACH,0.009264620952308178,0.5099343657493591,2117,True
TX0004341945,2022-09-09T04:27:00Z,70:1004286A8,410:802419120,100.19,Cash,0.009264620952308178,0.5096415281295776,2118,True
TX0004328179,2022-09-09T03:44:00Z,70:1004286A8,12561:800F81B60,368.52,Credit Card,0.009264620952308178,0.50950688123703,2119,True
TX0004359672,2022-09-09T04:39:00Z,26:807DF0DF0,220541:807DF0250,3344.39,ACH,0.009264620952308178,0.5094003081321716,2120,True
TX0004311417,2022-09-09T03:23:00Z,70:100428660,1674:80485C300,160.66,Cash,0.009264620952308178,0.5093823075294495,2121,True
TX0004331454,2022-09-09T03:44:00Z,70:1004286F0,13067:80AF40BA0,16998.41,Cheque,0.009264620952308178,0.5091558694839478,2122,True
TX0004366809,2022-09-09T05:00:00Z,70:100428660,18015:80F248F90,3415.46,Credit Card,0.009264620952308178,0.5089777112007141,2123,True
TX0004354923,2022-09-09T04:52:00Z,70:1004286A8,11:8011132F0,11593.26,Credit Card,0.009264620952308178,0.5087133049964905,2124,True
TX0004356707,2022-09-09T04:58:00Z,70:1004286A8,2915:80BFD69F0,1526434.38,Cheque,0.009264620952308178,0.5084219574928284,2125,True
TX0004345902,2022-09-09T04:03:00Z,316917:80624C320,4:80623A160,7547.12,Credit Card,0.009264620952308178,0.5082775354385376,2126,True
TX0004353345,2022-09-09T04:31:00Z,70:100428660,21813:80DF1EF60,4707.78,Cash,0.009264620952308178,0.5079002380371094,2127,True
TX0004366762,2022-09-09T05:01:00Z,70:100428660,23402:80EC3E6A0,6672.16,Cash,0.009264620952308178,0.5071309208869934,2128,True
TX0004319975,2022-09-09T03:25:00Z,121580:808388F50,22422:808682AC0,1110.09,Cheque,0.009264620952308178,0.5070832371711731,2129,True
TX0004341189,2022-09-09T04:22:00Z,70:100428660,51182:81362A3C0,9460.57,Credit Card,0.009264620952308178,0.5069262385368347,2130,True
TX0004337863,2022-09-09T04:19:00Z,70:100428660,23833:804E15440,208879.52,Cheque,0.009264620952308178,0.5064043998718262,2131,True
TX0004356205,2022-09-09T04:59:00Z,70:1004286A8,24482:8088D5A90,40.06,Credit Card,0.009264620952308178,0.5062060952186584,2132,True
TX0004324686,2022-09-09T03:59:00Z,70:100428660,23885:80510F1E0,1.5,Cash,0.009264620952308178,0.5058425664901733,2133,True
TX0004362408,2022-09-09T04:48:00Z,217:810D384B0,245668:8114E6BD0,11795.76,ACH,0.009264620952308178,0.5054773092269897,2134,True
TX0004325216,2022-09-09T03:57:00Z,70:100428660,213704:80758B350,1040.96,Credit Card,0.009264620952308178,0.5054344534873962,2135,True
TX0004337443,2022-09-09T04:01:00Z,513:8005FF6D0,27444:80305C800,6351.57,Credit Card,0.009264620952308178,0.505372166633606,2136,True
TX0004369433,2022-09-09T05:06:00Z,70:1004286A8,214322:807B573B0,13652.59,Credit Card,0.009264620952308178,0.5046884417533875,2137,True
TX0004325109,2022-09-09T03:58:00Z,70:100428660,113685:807003020,2256.23,Cheque,0.009264620952308178,0.5043004751205444,2138,True
TX0004326102,2022-09-09T03:31:00Z,31596:80B965EF0,16606:80B9683E0,1190.39,ACH,0.009264620952308178,0.5041654109954834,2139,True
TX0004374337,2022-09-09T05:07:00Z,70:1004288A0,128558:80B2ACF10,4176.42,Cheque,0.009264620952308178,0.5040770769119263,2140,True
TX0004354762,2022-09-09T04:37:00Z,70:1004286A8,23:800500DA0,53.58,Cash,0.009264620952308178,0.5040711164474487,2141,True
TX0004313326,2022-09-09T03:23:00Z,70:100428660,17222:80D190C10,217.09,Cheque,0.009264620952308178,0.5040597915649414,2142,True
TX0004365288,2022-09-09T05:00:00Z,70:100428660,4866:808A6F2A0,9297.71,Credit Card,0.009264620952308178,0.5039814710617065,2143,True
TX0004362673,2022-09-09T04:37:00Z,119:812358E10,148586:8129DA6E0,8151.67,Credit Card,0.009264620952308178,0.5038286447525024,2144,True
TX0004344811,2022-09-09T04:01:00Z,70:1004286F0,29944:80CEBC300,34299.64,Cheque,0.009264620952308178,0.5038102269172668,2145,True
TX0004375706,2022-09-09T05:03:00Z,245090:8108E5870,143496:81097FF60,3690.17,Cheque,0.009264620952308178,0.5038033127784729,2146,True
TX0004375448,2022-09-09T05:04:00Z,70:100428978,41638:80FD05F30,794.32,Cash,0.009264620952308178,0.5027711391448975,2147,True
TX0004348455,2022-09-09T04:04:00Z,70:100428978,38478:80F895AB0,252.96,Credit Card,0.009264620952308178,0.5027493238449097,2148,True
TX0004328935,2022-09-09T03:35:00Z,70:1004286A8,27103:8041C8030,345.56,Cheque,0.009264620952308178,0.502695620059967,2149,True
TX0004343089,2022-09-09T04:10:00Z,70:1004286A8,223908:809EF4400,2655.12,Cheque,0.009264620952308178,0.5026571750640869,2150,True
TX0004345480,2022-09-09T04:16:00Z,70:100428780,12:804D90920,767901.08,Cheque,0.009264620952308178,0.5021473169326782,2151,True
TX0004351989,2022-09-09T04:44:00Z,70:100428660,221332:807F3B7B0,419.16,Credit Card,0.009264620952308178,0.5020381212234497,2152,True
TX0004353497,2022-09-09T04:57:00Z,70:100428660,26592:80E6B3FA0,3807.22,Cheque,0.009264620952308178,0.5018439292907715,2153,True
TX0004343485,2022-09-09T04:00:00Z,70:1004286A8,219449:80D5424E0,376.12,Credit Card,0.009264620952308178,0.5018368363380432,2154,True
TX0004345697,2022-09-09T04:20:00Z,70:100428780,214529:805914F20,420893.2,Credit Card,0.009264620952308178,0.5010737776756287,2155,True
TX0004329736,2022-09-09T03:46:00Z,70:1004286A8,23555:80A3CA2E0,213.52,Credit Card,0.009264620952308178,0.5009918212890625,2156,True
TX0004355009,2022-09-09T04:52:00Z,70:1004286A8,23691:800740CA0,22.95,Cheque,0.009264620952308178,0.5005692839622498,2157,True
TX0004348451,2022-09-09T04:09:00Z,70:100428978,139342:80F851510,5205.16,Cheque,0.009264620952308178,0.5005209445953369,2158,True
TX0004352816,2022-09-09T04:35:00Z,31820:80BBBF1C0,130584:80C09A5C0,5464.39,Cheque,0.009264620952308178,0.5005131959915161,2159,True
TX0004314140,2022-09-09T03:17:00Z,70:100428660,6276:811175900,443.25,Cash,0.009264620952308178,0.5003067255020142,2160,True
TX0004357406,2022-09-09T04:36:00Z,70:1004286A8,27920:812127AC0,73.93,Credit Card,0.009264620952308178,0.5002620220184326,2161,True
TX0004342338,2022-09-09T04:06:00Z,70:1004286A8,28629:803E942D0,277.97,Cheque,0.009264620952308178,0.49991941452026367,2162,True
TX0004328558,2022-09-09T03:49:00Z,70:1004286A8,24482:8023A67D0,26.63,Credit Card,0.009264620952308178,0.49986717104911804,2163,True
TX0004330424,2022-09-09T03:50:00Z,70:1004286A8,28629:8102C10F0,4381.48,Cheque,0.009264620952308178,0.4997890889644623,2164,True
TX0004340649,2022-09-09T04:14:00Z,70:100428660,11318:811AA93C0,95.52,Cheque,0.009264620952308178,0.49857062101364136,2165,True
TX0004310626,2022-09-09T03:29:00Z,70:100428660,23833:801651340,1534779.48,Cheque,0.009264620952308178,0.49839916825294495,2166,True
TX0004357699,2022-09-09T04:57:00Z,123382:808E40150,151741:813C39B30,3510.27,Cheque,0.009264620952308178,0.49831944704055786,2167,True
TX0004361546,2022-09-09T04:37:00Z,70:100428978,238845:80F059E50,1270.44,Credit Card,0.009264620952308178,0.4982943534851074,2168,True
TX0004364175,2022-09-09T05:08:00Z,70:100428660,1:8033151F0,1259.46,Cheque,0.009264620952308178,0.4982202351093292,2169,True
TX0004326879,2022-09-09T03:42:00Z,70:100428660,1729:80E940190,4.24,Cash,0.009264620952308178,0.49820804595947266,2170,True
TX0004356952,2022-09-09T04:41:00Z,1665:80126C790,113935:80E68ECF0,1782.74,Credit Card,0.009264620952308178,0.4980321228504181,2171,True
TX0004343419,2022-09-09T04:23:00Z,70:1004286A8,13516:80C8BA5F0,208.99,Cash,0.009264620952308178,0.4980315864086151,2172,True
TX0004327080,2022-09-09T03:58:00Z,70:100428660,237016:81030AA50,39.71,Credit Card,0.009264620952308178,0.497923344373703,2173,True
TX0004351080,2022-09-09T04:40:00Z,70:100428660,1124:804274E40,270.7,Cheque,0.009264620952308178,0.49780821800231934,2174,True
TX0004352987,2022-09-09T04:43:00Z,27564:80D00E820,33456:80D00F2D0,3994.16,ACH,0.009264620952308178,0.4977099895477295,2175,True
TX0004361275,2022-09-09T04:33:00Z,70:100428978,116:80E19F5D0,13581.77,Credit Card,0.009264620952308178,0.49737539887428284,2176,True
TX0004368843,2022-09-09T05:02:00Z,10:8006D5540,3514:802EF7A90,8287.69,Credit Card,0.009264620952308178,0.4972307085990906,2177,True
TX0004326359,2022-09-09T03:48:00Z,70:100428660,11813:80CDCD950,22278.47,Cheque,0.009264620952308178,0.49711790680885315,2178,True
TX0004368738,2022-09-09T05:01:00Z,70:1004286A8,5464:802A4B140,2012.61,Cheque,0.009264620952308178,0.497111052274704,2179,True
TX0004328936,2022-09-09T03:54:00Z,70:1004286A8,27103:8041C8030,153.88,Credit Card,0.009264620952308178,0.49687010049819946,2180,True
TX0004322787,2022-09-09T03:19:00Z,48681:811E8B220,248857:811EE01A0,16280.47,ACH,0.009264620952308178,0.49685394763946533,2181,True
TX0004341458,2022-09-09T04:12:00Z,70:1004286A8,1502:8007E01C0,3096.83,Credit Card,0.009264620952308178,0.4968016445636749,2182,True
TX0004369270,2022-09-09T05:03:00Z,1655:800A286C0,24850:806D83EF0,1635.94,Cheque,0.009264620952308178,0.49618789553642273,2183,True
TX0004328557,2022-09-09T03:34:00Z,70:1004286A8,24482:8023A67D0,420.32,Cheque,0.009264620952308178,0.49520158767700195,2184,True
TX0004329390,2022-09-09T03:35:00Z,70:1004286A8,117733:807B43F40,473.37,Cheque,0.009264620952308178,0.49520158767700195,2185,True
TX0004353863,2022-09-09T04:50:00Z,70:100428660,233580:810C12160,90064.32,Cash,0.009264620952308178,0.4948461353778839,2186,True
TX0004362126,2022-09-09T04:47:00Z,144225:81062D850,220:8106323D0,5740.43,ACH,0.009264620952308178,0.4946841299533844,2187,True
TX0004366783,2022-09-09T05:03:00Z,117453:80EE7A190,4403:80EE7A280,3677.46,ACH,0.009264620952308178,0.4946742653846741,2188,True
TX0004366737,2022-09-09T05:04:00Z,70:100428660,238038:80E671CD0,8121.46,Cash,0.009264620952308178,0.49464330077171326,2189,True
TX0004342675,2022-09-09T04:15:00Z,217950:807282750,10709:8072834F0,896.85,ACH,0.009264620952308178,0.49448806047439575,2190,True
TX0004333340,2022-09-09T03:55:00Z,1292:801179180,20486:808C0E750,14060.37,Cheque,0.009264620952308178,0.4941560924053192,2191,True
TX0004328404,2022-09-09T03:51:00Z,22758:801C619B0,22775:801C61AA0,2718.04,ACH,0.009264620952308178,0.4940672516822815,2192,True
TX0004338125,2022-09-09T04:23:00Z,311380:805A96C50,15695:805B318E0,1523.91,Cheque,0.009264620952308178,0.4938241243362427,2193,True
TX0004325888,2022-09-09T03:54:00Z,70:100428660,1686:80ACBD6B0,47758.4,Cheque,0.009264620952308178,0.49363917112350464,2194,True
TX0004367644,2022-09-09T05:03:00Z,70:100428660,221374:8130BD8B0,771.33,Cheque,0.009264620952308178,0.49356237053871155,2195,True
TX0004310503,2022-09-09T03:22:00Z,70:100428660,11318:8011A8F60,323447.12,Cheque,0.009264620952308178,0.49325236678123474,2196,True
TX0004328976,2022-09-09T03:52:00Z,70:1004286A8,3881:804909EB0,762.07,Cash,0.009264620952308178,0.49321240186691284,2197,True
TX0004367282,2022-09-09T05:01:00Z,24515:80DD7CA30,244684:81189D1C0,8928.71,Credit Card,0.009264620952308178,0.49283862113952637,2198,True
TX0004341601,2022-09-09T04:21:00Z,70:1004286A8,410:8010F4B40,10019.45,Cheque,0.009264620952308178,0.4928106963634491,2199,True
TX0004343214,2022-09-09T04:14:00Z,70:1004286A8,30850:80B652290,337.52,Credit Card,0.009264620952308178,0.49257445335388184,2200,True
TX0004323992,2022-09-09T03:51:00Z,70:100428660,22345:801F7F220,75.51,Credit Card,0.009264620952308178,0.49256619811058044,2201,True
TX0004370173,2022-09-09T05:02:00Z,70:1004286A8,21922:80D484720,15140.93,Cheque,0.009264620952308178,0.49247515201568604,2202,True
TX0004337743,2022-09-09T04:17:00Z,1:8043B3220,111433:8043B84A0,4808.66,ACH,0.009264620952308178,0.4924570620059967,2203,True
TX0004328129,2022-09-09T03:50:00Z,70:1004286A8,22:800A2D840,444.62,Cash,0.009264620952308178,0.49242711067199707,2204,True
TX0004367024,2022-09-09T05:08:00Z,70:100428660,29404:810542CB0,758.16,Cash,0.009264620952308178,0.4924168288707733,2205,True
TX0004357427,2022-09-09T04:31:00Z,70:1004286A8,218267:81233F190,1222.05,Cash,0.009264620952308178,0.4922960102558136,2206,True
TX0004324162,2022-09-09T03:54:00Z,70:100428660,1601:802AF96A0,20866.86,Cash,0.009264620952308178,0.4922635555267334,2207,True
TX0004340334,2022-09-09T04:19:00Z,236346:810383D60,221868:810383B80,2437.4,ACH,0.009264620952308178,0.4917045831680298,2208,True
TX0004345625,2022-09-09T04:23:00Z,70:100428780,16:8055FA9C0,34264.28,Cheque,0.009264620952308178,0.4915764033794403,2209,True
TX0004355111,2022-09-09T04:42:00Z,70:1004286A8,13345:801D8BB40,113515.83,Cheque,0.009264620952308178,0.4912755787372589,2210,True
TX0004364950,2022-09-09T05:06:00Z,70:100428660,218885:806FDF1D0,7862.73,Credit Card,0.009264620952308178,0.4911862313747406,2211,True
TX0004341596,2022-09-09T04:13:00Z,21749:80107D220,12004:80107BBD0,4181.95,ACH,0.009264620952308178,0.49107155203819275,2212,True
TX0004339904,2022-09-09T04:11:00Z,70:100428660,1467:80DF64E30,1113.51,Credit Card,0.009264620952308178,0.4892657995223999,2213,True
TX0004327120,2022-09-09T03:32:00Z,70:100428660,233580:8104D8280,77552.37,Cheque,0.009264620952308178,0.48906561732292175,2214,True
TX0004352879,2022-09-09T04:32:00Z,70:100428660,117299:80C577980,128.15,Credit Card,0.009264620952308178,0.48896682262420654,2215,True
TX0004349781,2022-09-09T04:48:00Z,10:800263CC0,1601:800452DA0,9760.14,Credit Card,0.009264620952308178,0.4885472357273102,2216,True
TX0004349861,2022-09-09T04:37:00Z,70:100428660,21174:8006ABB80,7145.59,Cheque,0.009264620952308178,0.4885093867778778,2217,True
TX0004328230,2022-09-09T03:37:00Z,70:1004286A8,22758:801276580,3091.1,Credit Card,0.009264620952308178,0.4884772300720215,2218,True
TX0004329307,2022-09-09T03:55:00Z,70:1004286A8,12004:807883620,6505.08,Cheque,0.009264620952308178,0.4882715046405792,2219,True
TX0004362278,2022-09-09T04:36:00Z,70:1004289C0,217:810C227C0,1261.36,Cheque,0.009264620952308178,0.487362265586853,2220,True
TX0004337012,2022-09-09T04:13:00Z,70:100428660,2627:8018A7A00,2440.66,Credit Card,0.009264620952308178,0.48734527826309204,2221,True
TX0004341495,2022-09-09T04:26:00Z,70:1004286A8,2591:80099BAE0,4540.94,Credit Card,0.009264620952308178,0.48724666237831116,2222,True
TX0004322761,2022-09-09T03:16:00Z,48309:811F72DF0,248857:811EE01A0,5748.92,ACH,0.009264620952308178,0.4867943823337555,2223,True
TX0004361730,2022-09-09T04:48:00Z,70:100428978,41578:80F666B50,696.22,Credit Card,0.009264620952308178,0.48675477504730225,2224,True
TX0004364747,2022-09-09T05:00:00Z,70:100428660,19474:805E37750,416.61,Cheque,0.009264620952308178,0.48658958077430725,2225,True
TX0004365304,2022-09-09T05:03:00Z,70:100428660,21360:8085205D0,426.62,Cash,0.009264620952308178,0.48658958077430725,2226,True
TX0004367469,2022-09-09T05:04:00Z,70:100428660,17222:812478D80,3482.31,Cheque,0.009264620952308178,0.48655810952186584,2227,True
TX0004338460,2022-09-09T04:16:00Z,28694:8072FE3D0,211212:8072FAFE0,458.0,ACH,0.009264620952308178,0.4865324795246124,2228,True
TX0004355011,2022-09-09T04:54:00Z,70:1004286A8,1490:8016BEDC0,163.02,Credit Card,0.009264620952308178,0.48632821440696716,2229,True
TX0004356363,2022-09-09T04:56:00Z,70:1004286A8,12513:80A0057C0,15564.75,Credit Card,0.009264620952308178,0.4861154854297638,2230,True
TX0004338839,2022-09-09T04:06:00Z,70:100428660,15040:808FBD8B0,114.92,Cheque,0.009264620952308178,0.4851706326007843,2231,True
TX0004351794,2022-09-09T04:41:00Z,70:100428660,9482:8072946B0,56.81,Cheque,0.009264620952308178,0.485088050365448,2232,True
TX0004340967,2022-09-09T04:06:00Z,70:100428660,40188:8132A7240,101.97,Cheque,0.009264620952308178,0.48484933376312256,2233,True
TX0004369840,2022-09-09T05:05:00Z,70:1004286A8,22758:80B611EE0,1700.49,Credit Card,0.009264620952308178,0.4847601652145386,2234,True
TX0004339334,2022-09-09T04:25:00Z,70:100428660,130435:80B8ABB90,55.76,Cheque,0.009264620952308178,0.4847295880317688,2235,True
TX0004363060,2022-09-09T05:01:00Z,70:100428660,10:8001523C0,11942.37,Credit Card,0.009264620952308178,0.48464399576187134,2236,True
TX0004366948,2022-09-09T05:03:00Z,70:100428660,16788:80FEF7580,10503.35,Credit Card,0.009264620952308178,0.48464399576187134,2237,True
TX0004351414,2022-09-09T04:41:00Z,70:100428660,16333:8059FEF10,769.83,Credit Card,0.009264620952308178,0.4844929575920105,2238,True
TX0004350504,2022-09-09T04:30:00Z,70:100428660,1411:802371D80,1197.43,Cheque,0.009264620952308178,0.4841195046901703,2239,True
TX0004328831,2022-09-09T03:47:00Z,26463:8031CEC20,12797:8031CE9F0,19325.32,ACH,0.009264620952308178,0.48410654067993164,2240,True
TX0004353480,2022-09-09T04:40:00Z,70:100428660,1686:80E4B7460,32863.08,Cash,0.009264620952308178,0.48399651050567627,2241,True
TX0004359045,2022-09-09T04:42:00Z,112637:804F30BC0,112733:8058F58C0,30991.23,Cheque,0.009264620952308178,0.48328590393066406,2242,True
TX0004348659,2022-09-09T04:21:00Z,70:1004289C0,143430:810114820,574.62,Cash,0.009264620952308178,0.48314550518989563,2243,True
TX0004320138,2022-09-09T03:25:00Z,1362:8007A8DB0,26:808DD96A0,2875.66,Credit Card,0.009264620952308178,0.48286429047584534,2244,True
TX0004330799,2022-09-09T03:43:00Z,70:1004286A8,238280:811069DB0,80.47,Credit Card,0.009264620952308178,0.48281779885292053,2245,True
TX0004351129,2022-09-09T04:43:00Z,11107:804757B80,21258:804758940,3505.63,ACH,0.009264620952308178,0.4828015863895416,2246,True
TX0004330184,2022-09-09T03:42:00Z,70:1004286A8,4259:80DA48AD0,110.59,Cash,0.009264620952308178,0.48256754875183105,2247,True
TX0004328970,2022-09-09T03:49:00Z,70:1004286A8,16418:8020699D0,1895.4,Cheque,0.009264620952308178,0.4824284017086029,2248,True
TX0004330213,2022-09-09T03:38:00Z,70:1004286A8,8539:80DE46740,81.71,Credit Card,0.009264620952308178,0.48222485184669495,2249,True
TX0004339722,2022-09-09T04:28:00Z,70:100428660,22205:80D48F480,58.58,Credit Card,0.009264620952308178,0.4821808338165283,2250,True
TX0004337474,2022-09-09T04:24:00Z,70:100428660,15730:803236A70,43.45,Credit Card,0.009264620952308178,0.48146650195121765,2251,True
TX0004356728,2022-09-09T04:43:00Z,70:1004286A8,32317:80C378230,22814.14,Credit Card,0.009264620952308178,0.48127102851867676,2252,True
TX0004373633,2022-09-09T05:00:00Z,70:100428810,23331:813CA6210,5399.92,Credit Card,0.009264620952308178,0.4810846745967865,2253,True
TX0004355743,2022-09-09T04:59:00Z,24811:802A92D70,21918:80507E050,38441.46,Cheque,0.009264620952308178,0.48106491565704346,2254,True
TX0004337675,2022-09-09T04:08:00Z,8805:803F0ADE0,18902:803F00790,32801.84,ACH,0.009264620952308178,0.4802648723125458,2255,True
TX0004354623,2022-09-09T04:43:00Z,70:100428660,29404:81403B680,811.48,Cheque,0.009264620952308178,0.4801477789878845,2256,True
TX0004343537,2022-09-09T04:16:00Z,70:1004286A8,5464:80DF5EAB0,12093.59,Cheque,0.009264620952308178,0.4797537624835968,2257,True
TX0004342961,2022-09-09T04:16:00Z,70:1004286A8,15010:8088E7FF0,91.29,Credit Card,0.009264620952308178,0.4796000123023987,2258,True
TX0004369189,2022-09-09T05:04:00Z,70:1004286A8,1547:8067DE6E0,954.27,Cheque,0.009264620952308178,0.4795357882976532,2259,True
TX0004341179,2022-09-09T04:02:00Z,70:100428660,125699:813D98400,42247.29,Cheque,0.009264620952308178,0.47948575019836426,2260,True
TX0004312064,2022-09-09T03:22:00Z,70:100428660,11405:807AE42B0,198.15,Cheque,0.009264620952308178,0.47916579246520996,2261,True
TX0004347947,2022-09-09T04:29:00Z,336768:80D9D1530,211:80D9D3BC0,1018.41,Cheque,0.009264620952308178,0.4790959656238556,2262,True
TX0004335798,2022-09-09T03:50:00Z,5329:80B530F40,245748:811352C70,17647.2,Cheque,0.009264620952308178,0.4789307415485382,2263,True
TX0004337973,2022-09-09T04:16:00Z,70:100428660,8354:805367D60,99.56,Cheque,0.009264620952308178,0.47887271642684937,2264,True
TX0004317520,2022-09-09T03:19:00Z,23402:802247300,120519:81161D3A0,4862.93,Cheque,0.009264620952308178,0.4786541759967804,2265,True
TX0004339235,2022-09-09T04:19:00Z,70:100428660,16788:80B3BED30,6488.33,Credit Card,0.009264620952308178,0.4783685505390167,2266,True
TX0004361806,2022-09-09T04:50:00Z,70:100428978,241657:80F9BF5C0,775.86,Cheque,0.009264620952308178,0.47814247012138367,2267,True
TX0004351803,2022-09-09T04:46:00Z,70:100428660,111425:8072CFF20,381.12,Cheque,0.009264620952308178,0.47807446122169495,2268,True
TX0004356530,2022-09-09T04:35:00Z,1:80094DCD0,1024:80B531CE0,6205.86,Cheque,0.009264620952308178,0.4780038297176361,2269,True
TX0004329084,2022-09-09T03:49:00Z,70:1004286A8,210617:805AE05B0,80.77,Credit Card,0.009264620952308178,0.4779939353466034,2270,True
TX0004375355,2022-09-09T05:04:00Z,70:100428978,241901:80F82E220,149.46,Credit Card,0.009264620952308178,0.47795939445495605,2271,True
TX0004352214,2022-09-09T04:35:00Z,70:100428660,21940:8093572E0,6397.34,Cheque,0.009264620952308178,0.47767361998558044,2272,True
TX0004353642,2022-09-09T04:52:00Z,70:100428660,129470:80F50F4D0,1882.91,Credit Card,0.009264620952308178,0.4774986207485199,2273,True
TX0004336531,2022-09-09T04:02:00Z,70:100428660,1688:8003D7410,13.22,Credit Card,0.009264620952308178,0.47747644782066345,2274,True
TX0004366981,2022-09-09T05:01:00Z,121358:80D7FD870,238744:80ED1EF70,2627.36,Cheque,0.009264620952308178,0.4773391783237457,2275,True
TX0004370602,2022-09-09T05:03:00Z,29069:8111054E0,117999:811105530,9343.17,ACH,0.009264620952308178,0.47722411155700684,2276,True
TX0004343962,2022-09-09T04:02:00Z,70:1004286A8,5425:8119FC950,1097.21,Cash,0.009264620952308178,0.4770585000514984,2277,True
TX0004341692,2022-09-09T04:19:00Z,70:1004286A8,3335:8016754D0,6073.21,Cheque,0.009264620952308178,0.476605087518692,2278,True
TX0004336696,2022-09-09T04:09:00Z,70:100428660,1729:800A56D10,3231.62,Credit Card,0.009264620952308178,0.47649019956588745,2279,True
TX0004347392,2022-09-09T04:21:00Z,70:1004288A0,128557:80ADA2880,453.48,Cheque,0.009264620952308178,0.47644320130348206,2280,True
TX0004341287,2022-09-09T04:12:00Z,70:100428660,127760:8144B2280,55.41,Cheque,0.009264620952308178,0.4761989414691925,2281,True
TX0004310545,2022-09-09T03:20:00Z,70:100428660,1601:80133AD00,1015.37,Cheque,0.009264620952308178,0.4761800169944763,2282,True
TX0004344365,2022-09-09T04:02:00Z,70:1004286A8,229620:813C0D290,2612.79,Cash,0.009264620952308178,0.4760707914829254,2283,True
TX0004315361,2022-09-09T03:21:00Z,12797:80174C450,23691:801AC3A00,689.74,Cheque,0.009264620952308178,0.4757519066333771,2284,True
TX0004361130,2022-09-09T04:54:00Z,10:80D59C3B0,235509:80D599720,22727.48,ACH,0.009264620952308178,0.475518137216568,2285,True
TX0004322790,2022-09-09T03:29:00Z,48308:811F6AE80,248857:811EE01A0,17884.4,ACH,0.009264620952308178,0.47532597184181213,2286,True
TX0004342266,2022-09-09T04:21:00Z,25536:80354A2C0,20:80354F2E0,2948.44,ACH,0.009264620952308178,0.47515925765037537,2287,True
TX0004336853,2022-09-09T04:02:00Z,1601:8005F54B0,1047:801136550,4571.95,Cash,0.009264620952308178,0.47514063119888306,2288,True
TX0004330792,2022-09-09T03:52:00Z,70:1004286A8,49871:81262B460,2230.57,Cheque,0.009264620952308178,0.47453394532203674,2289,True
TX0004314148,2022-09-09T03:19:00Z,70:100428660,127760:8111B7390,3261.48,Credit Card,0.009264620952308178,0.4744744598865509,2290,True
TX0004326746,2022-09-09T03:36:00Z,70:100428660,134140:80E275F30,37.89,Cash,0.009264620952308178,0.4744402766227722,2291,True
TX0004359037,2022-09-09T04:50:00Z,70:100428780,14757:805887BA0,23694.51,Credit Card,0.009264620952308178,0.47440817952156067,2292,True
TX0004372371,2022-09-09T05:04:00Z,70:100428780,113090:80534B780,56774.48,Credit Card,0.009264620952308178,0.4743112325668335,2293,True
TX0004362157,2022-09-09T04:49:00Z,43049:810631CD0,220:8106323D0,13341.21,ACH,0.009264620952308178,0.47428345680236816,2294,True
TX0004365452,2022-09-09T05:04:00Z,70:100428660,16606:8097B65E0,245.71,Cheque,0.009264620952308178,0.4742092490196228,2295,True
TX0004342178,2022-09-09T04:09:00Z,70:1004286A8,3123:802E9D8B0,1174.07,Credit Card,0.009264620952308178,0.4741807281970978,2296,True
TX0004342112,2022-09-09T04:10:00Z,70:1004286A8,12561:802C13010,1335.08,Cheque,0.009264620952308178,0.4741807281970978,2297,True
TX0004352182,2022-09-09T04:30:00Z,70:100428660,224866:808FD0480,452.63,Credit Card,0.009264620952308178,0.4740821123123169,2298,True
TX0004345639,2022-09-09T04:23:00Z,70:100428780,14381:80564FA50,22521.74,Credit Card,0.009264620952308178,0.4740680754184723,2299,True
TX0004376045,2022-09-09T05:01:00Z,70:100428A08,119:811DA68B0,9321.39,Credit Card,0.009264620952308178,0.4738042652606964,2300,True
TX0004329433,2022-09-09T03:56:00Z,70:1004286A8,20:807F1C7F0,4464.28,Cheque,0.009264620952308178,0.4737434685230255,2301,True
TX0004335246,2022-09-09T03:58:00Z,70:100428978,137218:80F58EAA0,314.37,Credit Card,0.009264620952308178,0.4737125635147095,2302,True
TX0004350352,2022-09-09T04:54:00Z,70:100428660,1241:8019FCCD0,88.02,Cash,0.009264620952308178,0.473622590303421,2303,True
TX0004313689,2022-09-09T03:18:00Z,122086:80E6F5730,1068:80E6F2900,2420.85,ACH,0.009264620952308178,0.47355735301971436,2304,True
TX0004342129,2022-09-09T04:07:00Z,70:1004286A8,13516:802D21DA0,1431.54,Cheque,0.009264620952308178,0.4734126627445221,2305,True
TX0004335681,2022-09-09T03:47:00Z,244187:8108B4F60,244192:810A66170,3989.08,Credit Card,0.009264620952308178,0.4733976423740387,2306,True
TX0004339605,2022-09-09T04:09:00Z,70:100428660,221891:80CEFD5C0,4110.98,Credit Card,0.009264620952308178,0.47328856587409973,2307,True
TX0004368749,2022-09-09T05:03:00Z,3881:802A83510,5464:802A83B80,3068.78,ACH,0.009264620952308178,0.4730168282985687,2308,True
TX0004341575,2022-09-09T04:10:00Z,70:1004286A8,22806:800FF46D0,18664.9,Credit Card,0.009264620952308178,0.4729402959346771,2309,True
TX0004344255,2022-09-09T04:06:00Z,70:1004286A8,20727:8131CB830,5470.07,Cheque,0.009264620952308178,0.4729122221469879,2310,True
